State | City | Name | Description
NEW YORK | NEW YORK CITY | MRS. ELLEN M. PIKE. | From her husband, Samuel N. Pike. Made in distilling in Cincinnati and New-York, and large investments in real estate in New-York City, Cincinnati, etc. Had several thousand acres of the Jersey meadows.
NEW YORK | NEW YORK CITY | FREDERIC A. POTTS. | Coal mining and railroads.
NEW YORK | NEW YORK CITY | TRENOR L. PARK. | From his father, Trenor W. Park, who made a fortune in law, real estate, the Mariposa mine, and railroads in California, railroads in Vermont, and the Panama Railroad.
NEW YORK | NEW YORK CITY | ORLANDO B. POTTER. | Made his first million in the manufacture of the Grover & Baker sewing machines. Has doubled his fortune in real estate and law.
NEW YORK | NEW YORK CITY | W. A. PULLMAN. | Producing oil, banking and investments. He was president of the Seaboard National Bank.
NEW YORK | NEW YORK CITY | JAMES H. PARKER. | Made in raw cotton, banking, etc. Director in the National Park Bank, etc.
NEW YORK | NEW YORK CITY | JAMES V. PARKER. | Made in merchandising and investment of profits.
NEW YORK | NEW YORK CITY | FREDERIC PRENTICE. | Made in oil, lumber and real estate chiefly, but added to in brownstone from Ashland, Wis., in the sale of which he is now engaged.
NEW YORK | NEW YORK CITY | PRESTON B. PLUMB. | Law, speculation, banking, cattle and various investments. Was in the Mutual Life Insurance Company; silver mines, etc. His business life was spent chiefly in Kansas, of which State he was a United States Senator at his death.
NEW YORK | NEW YORK CITY | FRANCIS A. PALMER. | President of the National Broadway Bank. Made in banking and investments.
NEW YORK | NEW YORK CITY | JAMES R. PLUM. | Made in hides; director in the United States Life Insurance Company; Fifth Avenue Bank; Importers and Traders’ National Bank, etc.
NEW YORK | NEW YORK CITY | EDWARD H. PERKINS, JR. | Banking, president of the Importers and Traders’ National Bank. Director in the United States Life Insurance Company; Fifth Avenue Bank, etc.
NEW YORK | NEW YORK CITY | DUNCAN C. PELL. | Made in merchandising and real estate.
NEW YORK | NEW YORK CITY | JOSEPH PULITZER. | Made in the publication of “The New-York World,” and investments in real estate.
NEW YORK | NEW YORK CITY | MRS. ANNA PHELPS. | From her husband, Isaac N. Phelps, of Phelps, Dodge & Co. Importation of metals, etc.
NEW YORK | NEW YORK CITY | JOHN E. PARSONS. | Law practice. Counsel for the Sugar Trust, from which he has earned enormous fees.
NEW YORK | NEW YORK CITY | PHILLIPS PHOENIX. | From his brother Stephen W. Phoenix, who inherited a part of the Whitney fortunes.
NEW YORK | NEW YORK CITY | LLOYD PHOENIX. | Inherited from his brother, Stephen W. Phoenix, son-in-law of Stephen Whitney, who made a great fortune in merchandising and real estate.
NEW YORK | NEW YORK CITY | JAMES PHALEN.
NEW YORK | NEW YORK CITY | MRS. LESLIE JOSEPHINE PEARSON (widow of Frederick Pearson, Commander U. S. N.). | From her father, James C. Ayer. Made in manufacturing proprietary medicines, and investments in real estate.
NEW YORK | NEW YORK CITY | NATIONAL PRIME. | Made in Wall Street, and real estate.
NEW YORK | NEW YORK CITY | WILLIAM H. PARSONS. | Paper manufacturing, at Brunswick, Me. President of the Bowdoin Paper Manufacturing Company.
NEW YORK | NEW YORK CITY | FREDERICK W. PAULDING. | Real estate, and insurance and other investments.
NEW YORK | NEW YORK CITY | GEORGE POMEROY. | Wholesale dealing in drygoods.
NEW YORK | NEW YORK CITY | COURTLANDT PALMER. | From his father, Courtlandt Palmer. Made in hardware and real estate.
NEW YORK | NEW YORK CITY | HOWARD POTTER (of Brown Bros., bankers). | Made in banking and foreign exchanges.
NEW YORK | NEW YORK CITY | GEORGE W. PRATT. | Left a fortune made in wholesale jewelry and gold assaying, during the Civil War.
NEW YORK | NEW YORK CITY | MRS. GEORGE W. QUINTARD. | From her father, Charles Morgan, the founder of Morgan’s great line of coasting steamers, and Morgan’s Louisiana and Texas railroads.
NEW YORK | NEW YORK CITY | JOHN W. QUINCY. | Made in the sale of hardware, and investments.
NEW YORK | NEW YORK CITY | DANIEL S. RIKER (of J. L. & D. S. Riker). | Commission drug business.
NEW YORK | NEW YORK CITY | JOHN L. RIKER (of J. L. Riker). | Merchandising drugs and investments. Director in the New-York Dyewood Extract and Chemical Company; Atlantic Mutual Insurance Company; Atlantic Trust Company; Fidelity and Casualty Company; Greenwich Insurance Company; Hanover Fire Insurance Company; New-Jersey Zinc and Iron Company; Second National Bank; United States Fire Insurance Company; Bank of New-Amsterdam; Fifth Avenue Safe Deposit Company; New-York, Providence and Boston Railroad; etc., etc.
NEW YORK | NEW YORK CITY | JAMES A. RAYNOR. | Made in steamships, railroads, and real estate.
NEW YORK | NEW YORK CITY | THEODORE ROOSEVELT. | Importation of glass; banking; and real estate.
NEW YORK | NEW YORK CITY | ALFRED ROOSEVELT. | Inherited largely. Made in importing glass; private banking; and rise in real estate. Director in the Gallatin National Bank; Metropolitan Improvement Company; Sixth National Bank; etc.
NEW YORK | NEW YORK CITY | W. EMLEN ROOSEVELT. | Largely inherited. Made in importing glass; private banking; and rise in real estate. Director in the Union Trust Company; Institution for Savings of Merchants’ Clerks; Mexican Telegraph Company; etc.
NEW YORK | NEW YORK CITY | JAMES A. ROOSEVELT (of Roosevelt & Son). | Fortune partly inherited from Cornelius S. V. Roosevelt, his father. Made in private banking; importing glass; real estate; and investments. Director in the Chemical National Bank; New-York Life Insurance and Trust Company; New-York, Chicago and St. Louis Railroad; Bank of New-Amsterdam; Metropolitan Opera House; Delaware and Hudson Canal Company; etc., etc.
NEW YORK | NEW YORK CITY | ROBERT B. ROOSEVELT. | Partly inherited from Cornelius S. V. Roosevelt, his father. Made in importing glass and banking by Cornelius. Robert B. Roosevelt has increased his fortune by banking and investments in real estate, president of the Holland Trust Company; director in the Brigantine Beach Railroad; Brigantine Building and Improvement Association; Brigantine Company; Jefferson Insurance Company; etc., etc.
NEW YORK | NEW YORK CITY | FREDERICK ROOSEVELT. | Inherited. Made in real estate chiefly. Largely interested in the Scriba patent, central New-York.
NEW YORK | NEW YORK CITY | JEREMIAH P. ROBINSON. | From his father of the same name. Made in the sale of groceries and salt, and in the storage business, and Brooklyn real estate.
NEW YORK | NEW YORK CITY | I. R. ROBINSON. | From his father, Jeremiah P. Robinson, sr. Made as above.
NEW YORK | NEW YORK CITY | EDWARD A. RIDLEY (of Edward Ridley & Sons). | Largely inherited from his father, Edward Ridley. All made in merchandising drygoods and rise in the value of real estate.
NEW YORK | NEW YORK CITY | ARTHUR J. RIDLEY (of Edward Ridley & Sons). | Largely inherited from Edward Ridley. Made in drygoods and real estate.
NEW YORK | NEW YORK CITY | MISS MARY M. ROBERTS. | From her father, Marshall O. Roberts. Made in steam vessels in the California trade, and in telegraph lines and railroads.
NEW YORK | NEW YORK CITY | JAMES A. RICHMOND. | Local street railroads, etc., with Jacob Sharp. Director of the Christopher and Fulton Street road.
NEW YORK | NEW YORK CITY | MRS. J. HAMPDEN ROBB (Cornelia V. R. Thayer). | Inherited from her father, Nathaniel Thayer, of Boston, who amassed a great fortune in foreign trade and shipping first, and then in banking and in the New-York Central, the Michigan Central, the Chicago, Burlington and Quincy, the Philadelphia, Wilmington and Baltimore and other railroads.
NEW YORK | NEW YORK CITY | THOMAS F. RYAN. | Brokerage business; stocks and street railroads.
NEW YORK | NEW YORK CITY | CHARLES BROADWAY ROUSS. | Jobbing drygoods and fancy goods, and rise in value of real estate.
NEW YORK | NEW YORK CITY | JACOB RUPPERT. | Brewing and real estate.
NEW YORK | NEW YORK CITY | CHARLES T. RAYNOLDS. | Manufacturing and selling paints.
NEW YORK | NEW YORK CITY | THOMAS RUTTER. | Merchandising; railroads; gas-works; and investments. Director in the Consolidated Gas Company; Louisville and Nashville Railroad; Washington Trust Company; American Pig Iron Storage Warrant Company; Bank of State of New-York; New-York and New-Jersey Terminal Railroad Company; Housatonic Railroad; Kentucky Central Railway; etc., etc.
NEW YORK | NEW YORK CITY | HENRY H. ROGERS. | Producing, refining and transporting petroleum oil. Director in the Atlantic Trust Company; Chesebrough Manufacturing Company; and has other interests.
NEW YORK | NEW YORK CITY | CAPTAIN BENJAMIN RICHARDSON. | Sale of hardware in New-York and Sacramento; speculation in mines; real estate in California and New-York, and contracting; was with John W. Young, the son of Brigham Young, in land investments, and the Utah Central Railroad.
NEW YORK | NEW YORK CITY | JOSEPH RICHARDSON (brother of Captain Benjamin Richardson). | Contracting and building. Builder and principal owner of the Bridgeport Water Works. Formerly President of the Hannibal and St. Joseph Railroad. Largely interested in railroads in Mexico and the Mexican Telegraph Company.
NEW YORK | NEW YORK CITY | JOSEPH RICKENDORFER. | Made in manufacturing lead pencils, in the Eagle Pencil Company.
NEW YORK | NEW YORK CITY | MISS SERENA RHINELANDER. | From her father, William C. Rhinelander. Made in real estate.
NEW YORK | NEW YORK CITY | WILLIAM RHINELANDER. | From his father, William C. Rhinelander. Made in real estate.
NEW YORK | NEW YORK CITY | JULIA RHINELANDER. | From William C. Rhinelander. Real estate.
NEW YORK | NEW YORK CITY | WILLIAM R. RHINELANDER. | Inherited from the Rhinelander estate. Made in the advance in value of real estate.
NEW YORK | NEW YORK CITY | PHILIP RHINELANDER. | Inherited from the Rhinelander estate. Made in the advance in value of real estate.
NEW YORK | NEW YORK CITY | T. J. OAKLEY RHINELANDER. | Inherited from the Rhinelander estate. Made in the advance in value of real estate.
NEW YORK | NEW YORK CITY | MRS. N. F. REYNAL (wife of Jules Reynal). | From her father, Nathaniel D. Higgins, partner with E. S. Higgins in manufacturing carpets. By inheritance from her father.
NEW YORK | NEW YORK CITY | CHRISTOPHER R. ROBERT, JR. | From his father, Christopher R. Robert, sr., a merchant and land owner, and founder of Robert’s College, Constantinople.
NEW YORK | NEW YORK CITY | FREDERICK ROBERT. | From Christopher R. Robert. Made in mercantile business and real estate.
NEW YORK | NEW YORK CITY | HOWELL W. ROBERT. | From Christopher R. Robert. Made in mercantile business and real estate.
NEW YORK | NEW YORK CITY | HENRY E. RUSSELL (of the Russell & Erwin Manufacturing Company, New-Britain, Conn.). | Made in the manufacture of hardware.
NEW YORK | NEW YORK CITY | WILLIAM G. READ. | First in the drygoods business; but chiefly, in partnership with Jasper V. Van Vleck in the banking business on Wall-st., of which they made a good, solid success.
NEW YORK | NEW YORK CITY | WILLIAM ROCKEFELLER. | The possessor of one of the great fortunes of the United States. Made in producing, refining and transporting petroleum oil, and investment of profits in real estate and the best paying companies. Director in the Chicago, Milwaukee and St. Paul Railway; Consolidated Gas Company; Delaware, Lackawanna and Western Railroad; Hanover National Bank; Leather Manufacturers’ National Bank; New-York, New-Haven and Hartford Railroad; United States Trust Company; etc., etc.
NEW YORK | NEW YORK CITY | JOHN D. ROCKEFELLER. | Has made one of the largest fortunes in the United States, in the development of the Standard Oil Company and the Standard Oil Trust. He was President of the Trust, which recently dissolved. His enormous profits have been invested in the best paying securities and developing various important and useful business interests.
NEW YORK | NEW YORK CITY | DR. ROBERT G. REMSEN. | Largely inherited. Made in real estate and the Third Avenue Street Railroad chiefly. Director in the Knickerbocker Trust Company; Union Trust Company; Third Avenue Street Railroad; Manhattan Savings Institution; etc.
NEW YORK | NEW YORK CITY | WILLIAM REMSEN. | Largely inherited. Made in real estate and the Third Avenue Street Railroad chiefly. Director in the Greenwich Savings Bank; Harney Peak Tin Mining and Milling Company; Holland Trust Company; Third Avenue Street Railroad; and has other interests.
NEW YORK | NEW YORK CITY | JOHN ROACH. | Made first in building boilers and engines, and then iron ship building and repairing. Owner of the Morgan Iron Works in this city and the great iron shipyard at Chester, Penn.
NEW YORK | NEW YORK CITY | JACOB ROTHSCHILD. | Millinery; and rise in value of real estate.
NEW YORK | NEW YORK CITY | ALBERT S. ROSENBAUM. | Manufacturing tobacco and cigars; and investments in street railroads. Director in the Twenty-third Street Railway and Third Avenue Street Railway.
NEW YORK | NEW YORK CITY | EDWARD ROSENWALD (of E. Rosenwald & Brother). | Tobacco buying on a large scale.
NEW YORK | NEW YORK CITY | WILLIAM M. RICE. | Tobacco buying on a large scale.
NEW YORK | NEW YORK CITY | FREDERICK ROLWAGEN. | Made in the market business and investments in real estate.
NEW YORK | NEW YORK CITY | SAMUEL RAYNOR. | Manufacturing envelopes, and investments in banks, insurance companies, etc.
NEW YORK | NEW YORK CITY | COUNTESS FRANCISCA SERAFINA DE RODA (formerly Madame de Barrios). | From her first husband, General de Barrios, President of Guatemala, who made a large fortune in concessions, contracts, plantations, etc., in Guatemala.
NEW YORK | NEW YORK CITY | J. L. ROBERTSON. | Made mainly in the building of the Chattanooga Southern Railroad, and investments in Southern enterprises, and the brokerage business here.
NEW YORK | NEW YORK CITY | ANNA LLOYD RENWICK. | From her father, William H. Aspinwall. Made in shipping and trade, the Panama and other railroads, and investments in real estate, etc.
NEW YORK | NEW YORK CITY | ROBERT RAY. | Made chiefly in banking as a silent partner in Prime, Ward & King, bankers. Had also large investments in real estate.
NEW YORK | NEW YORK CITY | LEWIS M. RUTHERFURD. | Inherited. Made in real estate mainly. He was passionately fond of astronomy, and had a private observatory at his country-house at Tranquillity, N. J.
NEW YORK | NEW YORK CITY | RUSSELL SAGE. | This able and daring operator has made a fortune of many millions in railroad and telegraph combinations and development, and in stock speculation in Wall Street. Largely interested in many of the great corporations of the day. President of the Iowa Central Railway. Director and large owner in the Delaware, Lackawanna and Western Railroad, Gold and Stock Telegraph Company, Importers’ and Traders’ National Bank; International Ocean Telegraph Company; Missouri Pacific Railway, Manhattan Elevated Railway, New-York Bank Note Company, New-York, Lackawanna and Western Railroad, Pacific Mail Steamship Company, Standard Gas Light Company, St. Louis, Iron Mountain and Southern Railroad, Texas and Pacific Railroad; Union Pacific Railway, Wabash Railroad, Western Union Telegraph Company, American Telegraph Cable Company, Mercantile Trust Company, New-York Mutual Telegraph Company, American Speaking Telephone Company, etc.
NEW YORK | NEW YORK CITY | GUSTAV H. SCHWAB. | Largely inherited from Gustav Schwab, who made a fortune in the North German Lloyd steamers. Director in the German Savings Bank, United States Trust Company, Keystone Gold Mining Company, New-York Produce Exchange Safe Deposit and Storage Company, American Champagne Company, Merchants’ National Bank, etc.
NEW YORK | NEW YORK CITY | WILLIAM L. SKIDMORE (of Jeremiah Skidmore’s Sons). | Merchandising coal. Is director in the American Savings Bank, Columbia Bank, and has other interests.
NEW YORK | NEW YORK CITY | FRANCIS A. STOUT. | Importing business.
NEW YORK | NEW YORK CITY | SAMUEL SLOAN. | Has made a large fortune in railroads. President of the Delaware, Lackawanna and Western Railroad and of the New-York, Lackawanna and Western Railroad. Director in the Consolidated Gas Company; Missouri Pacific Railway; Missouri, Kansas and Texas Railway; National City Bank; Texas and Pacific Railroad; United States Trust Company; Western Union Telegraph Company; Manhattan Elevated Railway, etc., etc.
NEW YORK | NEW YORK CITY | JOHN A. STEWART. | Banking and investments. President of the United States Trust Company; director in the Greenwich Savings Bank; Merchants’ National Bank; National Fire Insurance Company; Equitable Life Assurance Society, etc.
NEW YORK | NEW YORK CITY | J. EDWARD SIMMONS. | Brokerage business, banking and investments. President of the Fourth National Bank. Director in the Panama Railroad and has other interests.
NEW YORK | NEW YORK CITY | GENERAL HENRY W. SLOCUM. | Made a start in salt works in Syracuse, and increased his fortune by street railroads in Brooklyn, and law practice in New-York City. Director in the Anglo-American Savings and Loan Association; Chatham National Bank; Williamsburgh City Fire Insurance Company, etc., etc.
NEW YORK | NEW YORK CITY | MRS. LILLIAN SWAN. | Inherited from her aunt, Mrs. A. T. Stewart, over $3,000,000. Made in dry goods and real estate investments.
NEW YORK | NEW YORK CITY | COLONEL WILLIAM L. STRONG. | Made in commission dry goods and investments. President of the Homer Lee Bank Note Company and Central National Bank. Director in the Adirondacks Railway; Mercantile Trust Company; Swan Incandescent Electric Light Company; Brush-Swan Electric Light Company; Hanover Fire Insurance Company; New-York Security and Trust Company; New-York, Lake Erie and Western Railroad, etc.
NEW YORK | NEW YORK CITY | Mrs. MARGARET LOUISE SHEPARD (wife of Colonel Elliott F. Shepard). | From her father, William H. Vanderbilt, from whom she inherited $10,000,000. Made in railroads.
NEW YORK | NEW YORK CITY | CHARLES F. SOUTHMAYD (law partner of ex-Secretary Evarts). | Law practice and investments.
NEW YORK | NEW YORK CITY | JOHN H. STARIN. | River steamboats and harbor transportation.
NEW YORK | NEW YORK CITY | Mrs. ALICE E. SCHOENBERGER. | From her husband, John H. Schoenberger, who made a fortune in iron manufacturing at Pittsburg.
NEW YORK | NEW YORK CITY | SCHUYLER SKAATS. | Merchandising; stock-brokerage business, and real estate investments.
NEW YORK | NEW YORK CITY | CAROLINE SCHMID (of Bernheimer & Schmid). | Made in brewing and real estate, in the Lion Brewery.
NEW YORK | NEW YORK CITY | EDWARD C. SCHAEFER (president of the F. & M. Schaefer Brewing Company). | Brewing and real estate. Director in the Germania Bank, etc.
NEW YORK | NEW YORK CITY | GEORGE K. SISTARE. | Made in Wall Street, and dealing in investment securities.
NEW YORK | NEW YORK CITY | JESSE SELIGMAN. | Originally made in the importation of clothing, followed by banking, in which latter the Seligmans have become famous.
NEW YORK | NEW YORK CITY | JAMES SELIGMAN. | Originally made in the importation of clothing, followed by banking, in which latter the Seligmans have become famous.
NEW YORK | NEW YORK CITY | WILLIAM SELIGMAN. | Originally made in the importation of clothing, followed by banking, in which latter the Seligmans have become famous.
NEW YORK | NEW YORK CITY | SAMUEL STILWELL. | City and country real estate, and investments.
NEW YORK | NEW YORK CITY | HENRY SMITH. | First in groceries and canal stores at Fultonville, N. Y. Then agent of the Albany Merchants’ Line of Canalboats, on the Erie Canal. Then with Abram Van Santvoord in towing on the Hudson River. Then with Alfred Van Santvoord in the same business and steamboating to Albany; and in banks and stocks.
NEW YORK | NEW YORK CITY | AUGUSTINE SMITH (of Augustine Smith & Co.). | Paper manufacturing and investments. Director in the Nassau Bank, etc.
NEW YORK | NEW YORK CITY | FRANCIS SMITH. | Has made a large fortune, with his brother, George W. Smith, in railroads, stocks, bonds, Omaha real estate and Western lands.
NEW YORK | NEW YORK CITY | GEORGE WARREN SMITH. | Railroads, securities, Omaha real estate and Western lands.
NEW YORK | NEW YORK CITY | CHARLES B. SMITH. | Importing and wholesale drygoods, first; then in banking and financial corporations. Director in the Equitable Life Assurance Society; Fifth Avenue Bank; Fourth National Bank; Greenwich Savings Bank; Merchants’ National Bank; United States Trust Company; Manhattan Safe Deposit and Storage Company, etc., etc. President of the Chamber of Commerce.
NEW YORK | NEW YORK CITY | FRANCIS S. SMITH. | Publishing “The New-York Weekly,” a story paper.
NEW YORK | NEW YORK CITY | Mrs. F. LEROY SATTERLEE. | From her father, Henry Suydam, who made a fortune in importing tea, wine and coffee.
NEW YORK | NEW YORK CITY | LAZARUS STRAUS (of L. Straus & Sons). | Importing china, pottery, glassware, clocks and bronzes.
NEW YORK | NEW YORK CITY | ISIDOR STRAUS (of L. Straus & Sons, importers of china, etc., and of R. H. Macy & Co., retail drygoods, toys, etc.). | His fortune was founded in importing china, etc. He then became one of the owners of R. H. Macy & Co., and invested in real estate and hotel property at Lakewood, N. J., and in banks, etc. Director in the Hanover National and the New-York County National banks.
NEW YORK | NEW YORK CITY | NATHAN STRAUS (of L. Straus & Sons, importers of china, etc., and of R. H. Macy & Co., drygoods). | Made in importing china, etc., and the retail drygoods business.
NEW YORK | NEW YORK CITY | DAVID L. SUYDAM. | Partly inherited from his father, shipping man and flour manufacturer. Increased by himself in importing silks and other goods from France.
NEW YORK | NEW YORK CITY | JOSEPH SCHWARZSCHILD (of Schwarzschild & Sulzberger). | Made in the sale of meat, tallow and hides.
NEW YORK | NEW YORK CITY | FRANCIS P. SCHOALS. | Bookbinding first; his wealth came, however, chiefly from banking and stocks. Was president of the Broadway Savings Bank.
NEW YORK | NEW YORK CITY | THOMAS STURGIS. | Made in the East India trade, real estate and investments. Director in the Western Union Beef Company; Electric Street Service Company; Maryland Ice Company; New-York and New-Jersey Terminal Railroad Company, etc.
NEW YORK | NEW YORK CITY | FREDERICK STURGES. | Inherited from Jonathan Sturges, the grocery, tea and coffee merchant. Director in the National Bank of Commerce; New-York Warehouse and Security Company, and has other interests.
NEW YORK | NEW YORK CITY | ROBERT STURGIS (formerly of Boston). | Made in foreign trade. Director in the Nicaragua Canal Construction Company, etc.
NEW YORK | NEW YORK CITY | FRANK K. STURGIS (of Work, Strong & Co.). | Banking and brokerage business and stocks.
NEW YORK | NEW YORK CITY | GENERAL DANIEL E. SICKLES. | Inherited from his father, George G. Sickles, and made in real estate and houses.
NEW YORK | NEW YORK CITY | WILLIAM J. SYMS. | Originally a gunmaker, but made his fortune in the Metropolitan Gas Company, street railroads and telegraph lines.
NEW YORK | NEW YORK CITY | FREDERICK A. SEAMAN. | Merchandising tea.
NEW YORK | NEW YORK CITY | JOHN H. SHERWOOD. | Merchandising in part, but chiefly in large real estate operations. Also in banking.
NEW YORK | NEW YORK CITY | ANSON PHELPS STOKES. | Partly inherited from his father, James Stokes, a partner in Phelps, Dodge & Co., who withdrew finally from that firm to form the bank of Phelps, Stokes & Co. He was in the Ansonia Brass and Copper Company, Pennsylvania Land and Lumber Company, and various other business organizations. The fortune was made in importing metals, banking, Michigan and Pennsylvania timber lands, and investments. Anson Phelps Stokes is a director in the Ansonia Brass and Copper Company, Mutual District Messenger Company, Mutual District Telegraph Company, United States Electric Lighting Company, United States Trust Company, etc., etc.
NEW YORK | NEW YORK CITY | MRS. ANSON PHELPS STOKES. | From her father, Isaac N. Phelps, the great banker. Made in importing metals, banking and investments.
NEW YORK | NEW YORK CITY | THOMAS STOKES. | Partly inherited from James Stokes, and made in importation of metals, banking and miscellaneous investments.
NEW YORK | NEW YORK CITY | JAMES STOKES. | Partly inherited from James Stokes. Made in importing metals, banking, Michigan lands, etc. Is himself a banker. Director in the Liberty Insurance Company, Mercantile Trust Company and other companies.
NEW YORK | NEW YORK CITY | WILLIAM E. D. STOKES. | Partly inherited from James Stokes. Made in importing metals, banking and miscellaneous enterprises. Director in the Kensico Cemetery Company.
NEW YORK | NEW YORK CITY | JOSEPH S. STOUT. | Largely inherited from his father, Andrew V. Stout, merchant, banker and investor. Joseph S. Stout is in the brokerage business, stocks, and investments. Director in the American Bank Note Company, Holland Trust Company, New-York Mutual Gas Light Company, National Shoe and Leather Bank, etc., etc.
NEW YORK | NEW YORK CITY | HENRY SPINGLER. | Began as a market gardener west of Union Square. Owned land which has risen enormously in value.
NEW YORK | NEW YORK CITY | MR. STRYKER. | Rise in value of the old Stryker bay farm within the limits of the present New-York City, near Fiftieth-st.
NEW YORK | NEW YORK CITY | URIAH J. SMITH. | Made mainly in real estate.
NEW YORK | NEW YORK CITY | WILLIAM C. SCHERMERHORN. | Made in inherited real estate. From Peter and Edmund H. Schermerhorn. Peter had an old ropewalk upon what is now Schermerhorn-st. in Brooklyn, and a large quantity of real estate, now exceedingly valuable, in New-York and Brooklyn, including what is now Greenwood Cemetery. Director in the New-York Life Insurance and Trust Company.
NEW YORK | NEW YORK CITY | F. AUGUSTUS SCHERMERHORN. | Made in inherited real estate. From Peter and Edmund H. Schermerhorn.
NEW YORK | NEW YORK CITY | GEORGE S. SCHERMERHORN. | Made in real estate inherited from his father, Peter Schermerhorn.
NEW YORK | NEW YORK CITY | J. EGMONT SCHERMERHORN. | From his father, John Schermerhorn. Made chiefly in rise in value of real estate.
NEW YORK | NEW YORK CITY | HORATIO SCHERMERHORN. | From his father, John P. Schermerhorn, merchant of ship stores.
NEW YORK | NEW YORK CITY | MRS. ANTINETTE L. SCHERMERHORN. | From the estate of her father, Francis W. Lasak, who made a fortune of several millions in the fur business with the original John Jacob Astor, and in early investments in real estate.
NEW YORK | NEW YORK CITY | MRS. MARY ROGERS RHINELANDER STEWART (widow of Lispenard Stewart). | From her father, William C. Rhinelander. Made in rise in value of real estate.
NEW YORK | NEW YORK CITY | MRS. WILLIAM WATTS SHERMAN. | From the John Carter Brown estate, Rhode Island. Made in foreign trade in part, but chiefly in manufacturing.
NEW YORK | NEW YORK CITY | EDWARDS S. SANFORD. | Made in the Adams Express Company.
NEW YORK | NEW YORK CITY | WILLIAM H. STARBUCK. | Shipping and railroads. President of the Housatonic Railroad and Oregon Improvement Company. Has other interests.
NEW YORK | NEW YORK CITY | JAMES O. SHELDON. | Fine stock farm at Geneva, N. Y., from which he made some wonderful sales; and investments. Director in the Manhattan Trust Company, etc.
NEW YORK | NEW YORK CITY | JAMES M. SIGAFUS. | Cattle raising in the West and investments. Is interested in F. I. Kaldenberg & Co.
NEW YORK | NEW YORK CITY | HENRY B. SLAVEN. | He is president of the American Contracting and Dredging Company, and has made a fortune in work on the Panama Canal, etc.
NEW YORK | NEW YORK CITY | PHILIP SCHUYLER. | Inherited from Schuyler and Hamilton families. Made in real estate.
NEW YORK | NEW YORK CITY | GEORGE H. SARGENT (of Sargent & Co.). | Manufacturing house furnishing hardware, and investments. Their factory is one of the largest in the United States of its class.
NEW YORK | NEW YORK CITY | ISAAC STERN (of Stern Bros.).—Made in their great drygoods store.
NEW YORK | NEW YORK CITY | LOUIS STERN (of Stern Bros.).—Made in their great drygoods store.
NEW YORK | NEW YORK CITY | BENJAMIN STERN (of Stern Bros.).—Made in their great drygoods store.
NEW YORK | NEW YORK CITY | LEOPOLD SCHEPP.—Importing cocoanuts.
NEW YORK | NEW YORK CITY | ALFRED SULLY.—In railroads. He made a large sum in the Reading Railroad reorganization, and was at one time the largest holder of the securities of the road. Director in the New-York, Susquehanna and Western Railroad, the Ohio Southern, and many other roads.
NEW YORK | NEW YORK CITY | CYRUS STRONG.—Bakery business.
NEW YORK | NEW YORK CITY | JOHN D. SLAYBACK.—Brokerage business, and investments. Treasurer of the Carbon Iron Company, etc.
NEW YORK | NEW YORK CITY | DAVID STEVENSON.—Brewing and real estate.
NEW YORK | NEW YORK CITY | B. B. SHERMAN.—Made a fortune in wholesale groceries first, and added to it in banking and trust stocks. His estate amounted to about $1,200,000.
NEW YORK | NEW YORK CITY | JAMES STILLMAN (of Woodward & Stillman).—Made in dealing in raw cotton and railroads.
NEW YORK | NEW YORK CITY | JACOB SHARP.—Local street railroads.
NEW YORK | NEW YORK CITY | JARVIS SLADE.—Made a large fortune in drygoods and real estate.
NEW YORK | NEW YORK CITY | JOSEPH STERN (of the old firm of Stern & Metzger).—He was a leading wholesale dealer in meats and manufacturer of oleomargarine.
NEW YORK | NEW YORK CITY | ABRAHAM STEINHARD.—Investments in and dealing in real estate.
NEW YORK | NEW YORK CITY | LOUIS STIEFEL.—Made in San Francisco and New-York City in dealing in drygoods.
NEW YORK | NEW YORK CITY | WILLIAM E. STRONG (of Work, Strong & Co.).—Brokerage and banking business and stocks.
NEW YORK | NEW YORK CITY | JOHN SLOANE (of W. & J. Sloane).—Head of the firm. Merchandising carpets; real estate; and investments.
NEW YORK | NEW YORK CITY | THOMAS C. SLOANE.—From her husband, a partner in W. & J. Sloane, the carpet merchants.
NEW YORK | NEW YORK CITY | HENRY T. SLOANE (of W. & J. Sloane).—Merchandising carpets; real estate; etc.
NEW YORK | NEW YORK CITY | WILLIAM D. SLOANE (of W. & J. Sloane).—Merchandising carpets; real estate and other investments. Director in the Aspen Mining and Smelting Company; Hanover Fire Insurance Company; United States Trust Company, etc.
NEW YORK | NEW YORK CITY | MRS. WILLIAM D. SLOANE.—From her father, William H. Vanderbilt, who bequeathed to her $10,000,000. Made in railroads.
NEW YORK | NEW YORK CITY | WILLIAM SCHOLLE (of Scholle Bros., bankers).—First in mercantile business and real estate in San Francisco; then in real estate investments here, and in banking.
NEW YORK | NEW YORK CITY | JACOB SCHOLLE (of Scholle Bros., bankers).—Has made a large fortune in the same business as his brother William. The firm are worth several millions.
NEW YORK | NEW YORK CITY | WILLIAM H. SCHIEFFELIN (of W. H. Schieffelin & Co.).—Wholesale drugs.
NEW YORK | NEW YORK CITY | SAMUEL B. SCHIEFFELIN (of W. H. Schieffelin & Co.).—Wholesale drugs.
